prov_name,dist_name,prov_id,center_name,center_id,total_votes,m_votes,f_votes,pct_m_votes,pct_f_votes,m_station_type,f_station_type,is_open,m_in_f_station,f_in_m_station
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"saray ghazni,sayed jamaludin teacher training",101038,365,310,55,0.8493150685,0.1506849315,248,117,1,92,30
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"wazir akbarkhan,wazir akbarkhan masque",101227,365,317,48,0.8684931507,0.1315068493,336,29,1,24,43
Balkh          ,PROVINCIAL CENTER (MAZAR SHARIF)                  ,19,"Gowhar Shad begam, Now abad Sakhy Abad",1901006,363,297,66,0.8181818182,0.1818181818,240,123,1,99,42
Takhar         ,Rustaq                                            ,15,Sar-e Rustaq High School,1511112,363,308,55,0.8484848485,0.1515151515,131,232,1,200,23
Herat          ,ENJIL                                             ,24,"School, Kahdeestan",2402047,362,302,60,0.8342541436,0.1657458564,221,141,1,118,37
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"first part dogh abad,imam zaman masque",101266,362,318,44,0.8784530387,0.1215469613,203,159,1,136,21
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,private house,101144,359,323,36,0.8997214485,0.1002785515,279,80,1,71,27
Takhar         ,Baharak (Takhar)                                  ,15,Hazrat Omar Beginning High School,1503041,358,300,58,0.8379888268,0.1620111732,222,136,1,115,37
Helmand        ,PROVINCIAL CENTER (LASHKAR GAH)                   ,27,"School, Tor Tank",2701013,357,303,54,0.8487394958,0.1512605042,228,129,1,109,34
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"pol khosk,imam baaqir masque",101275,357,309,48,0.8655462185,0.1344537815,177,180,1,153,21
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"makroryan,hazarat muhammad mustafa masque",101178,355,304,51,0.8563380282,0.1436619718,285,70,1,54,35
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"Osman Ghani Mosque, PD 6",2401016,353,283,70,0.8016997167,0.1983002833,209,144,1,112,38
Nangerhar      ,PROVINCIAL CENTER (JALALABAD )                    ,10,"Emam Bukhari High School, Gulaye Araban",1001019,352,292,60,0.8295454545,0.1704545455,352,0,1,0,60
Takhar         ,Taloqan - Center of Taloqan                       ,15,Sayed Abullah Male High School,1501006,352,302,50,0.8579545455,0.1420454545,233,119,1,101,32
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Mackroryan 4 mosque,101493,351,319,32,0.9088319088,0.0911680912,239,112,1,100,20
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"inqelab High school, PD 5",2401013,350,286,64,0.8171428571,0.1828571429,286,64,1,47,47
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"barch oil tank,amirulmominin masque",101284,350,303,47,0.8657142857,0.1342857143,181,169,1,142,20
Takhar         ,Rustaq                                            ,15,Rustaq Primary School,1511103,350,305,45,0.8714285714,0.1285714286,271,79,1,65,31
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Freshta Nejat Parwareshga located in Ahangari Hai Khair Khana,101291,349,286,63,0.8194842407,0.1805157593,242,107,1,84,40
Nangerhar      ,PROVINCIAL CENTER (JALALABAD )                    ,10,"Sarajul Amarat Park, Arbapan",1001027,349,297,52,0.8510028653,0.1489971347,349,0,1,0,52
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"pol charkhi raod,paktya kot,sacandary school",101189,349,305,44,0.8739255014,0.1260744986,291,58,1,53,39
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"jakshan barq khai khana,sawad hayaati school",101296,348,304,44,0.8735632184,0.1264367816,260,88,1,76,32
Takhar         ,Taloqan - Center of Taloqan                       ,15,Agriculture Dept,1501014,347,295,52,0.8501440922,0.1498559078,206,141,1,122,33
Takhar         ,Kalafgan                                          ,15,Abul Hassan Kherqani High School,1510096,347,304,43,0.8760806916,0.1239193084,230,117,1,103,29
Herat          ,ENJIL                                             ,24,Shohadah karte Mosque,2402035,346,286,60,0.8265895954,0.1734104046,135,211,1,173,22
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Shahrak-e-Telayee Masjid,101154,346,313,33,0.9046242775,0.0953757225,250,96,1,86,23
Kunduz         ,Provincial Center (Kunduz)                        ,17,"Takharistan Large Mosque, Port of Speen Zar Factory",1701001,345,296,49,0.8579710145,0.1420289855,345,0,1,0,49
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"deh kipak,afsotar vichal center company",101230,345,318,27,0.9217391304,0.0782608696,276,69,1,60,18
Nangerhar      ,PROVINCIAL CENTER (JALALABAD )                    ,10,"Experimantal School ,Arbapan",1001002,344,285,59,0.8284883721,0.1715116279,0,344,1,285,0
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"charqala,ahmadkhail masque",101205,344,293,51,0.851744186,0.148255814,230,114,1,90,27
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"qala sultan jaan,mir sayed ali makhsos masque",101280,344,293,51,0.851744186,0.148255814,183,161,1,134,24
Kunduz         ,DASHT-I-ARCHI                                     ,17,"Jama Rajab, Jama Rajab Village",1707193,344,296,48,0.8604651163,0.1395348837,174,170,1,146,24
Herat          ,ENJIL                                             ,24,"Secondary school, Shadi Bara Ulya",2402074,341,286,55,0.8387096774,0.1612903226,200,141,1,118,32
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,Maqabel gomrok ( infornt of customs),2401430,340,282,58,0.8294117647,0.1705882353,244,96,1,79,41
Kunduz         ,IMAM SAHEB                                        ,17,"Alchin, Alchin",1702079,340,292,48,0.8588235294,0.1411764706,255,85,1,73,36
Kunduz         ,DASHT-I-ARCHI                                     ,17,"Gul Balaq, Gul Balaq",1707190,340,292,48,0.8588235294,0.1411764706,170,170,1,146,24
Kunduz         ,Provincial Center (Kunduz)                        ,17,"Hazrat Ali High School, Kabul Port",1701010,340,292,48,0.8588235294,0.1411764706,170,170,1,146,24
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"first raod khai khana,aazad khan high school",101246,340,310,30,0.9117647059,0.0882352941,286,54,1,50,26
Nangerhar      ,PROVINCIAL CENTER (JALALABAD )                    ,10,"Abdul Wakeel, Chashmah khan Jee",1001006,337,286,51,0.8486646884,0.1513353116,337,0,1,0,51
Nangerhar      ,SHENWAR                                           ,10,"Sia chob Masque,Sia chob",1018432,336,284,52,0.8452380952,0.1547619048,336,0,1,0,52
Herat          ,ENJIL                                             ,24,"Secondary school, Kababian",2402057,335,279,56,0.8328358209,0.1671641791,194,141,1,118,33
Herat          ,SHINDAND                                          ,24,"Sadat girls' school, Third shindand center",2412300,335,279,56,0.8328358209,0.1671641791,169,166,1,137,27
Baghlan        ,BANO ANDARAB                                      ,16,In the course of Daragi and Khwaja Street - Close to Daragi Khoj Mountain,1606126,333,300,33,0.9009009009,0.0990990991,222,111,1,100,22
Baghlan        ,KHENJAN                                           ,16,faraq dara mosque,1605241,333,300,33,0.9009009009,0.0990990991,222,111,1,100,22
Baghlan        ,JELGA (KHWAJA HEJRAN)                             ,16,"Near Commander Baba Afzal House, Warchi Village, Center of Panjsheri District",1612192,333,300,33,0.9009009009,0.0990990991,222,111,1,100,22
Baghlan        ,DOOSHI                                            ,16,Doshi,1604110,333,300,33,0.9009009009,0.0990990991,222,111,1,100,22
Baghlan        ,DOOSHI                                            ,16,In front of Zahrabi Street near the Mountain of Doshi Center,1604100,333,300,33,0.9009009009,0.0990990991,222,111,1,100,22
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Bayan Training Institued located Dasht Baseet Hazaree.,101259,332,278,54,0.8373493976,0.1626506024,191,141,1,110,23
Takhar         ,Warsaj                                            ,15,Sayed Ekramuddin Shaheed School,1517176,332,289,43,0.8704819277,0.1295180723,295,37,1,28,34
Baghlan        ,Provincial Center (PUL-I-KHUMRI)                  ,16,"Qeshlaq-e-Bamba, Hazrat Zaid School Near Swedish Committee Office",1601009,331,294,37,0.8882175227,0.1117824773,166,165,1,146,18
Herat          ,ENJIL                                             ,24,"Langar e Khaleefa, Naween Olya",2402044,330,276,54,0.8363636364,0.1636363636,189,141,1,118,31
Baghlan        ,Provincial Center (PUL-I-KHUMRI)                  ,16,"Hawa Female High School, Hawa High School Pul-e-Khumri",1601001,330,286,44,0.8666666667,0.1333333333,165,165,1,145,24
Nangerhar      ,PROVINCIAL CENTER (JALALABAD )                    ,10,"BiBi Aisha, Qasaba",1001005,329,276,53,0.8389057751,0.1610942249,329,0,1,0,53
Herat          ,PASHTON ZARGHOON                                  ,24,"Mosque and Mollah's private house, Dogh Abad",2404120,329,276,53,0.8389057751,0.1610942249,188,141,1,118,30
Balkh          ,PROVINCIAL CENTER (MAZAR SHARIF)                  ,19,"Fatema Balkhy high School, Darwaza Balkh",1901014,328,262,66,0.7987804878,0.2012195122,245,83,1,65,48
Nangerhar      ,DAHBALA                                           ,10,"Gar Kali Primary School, Gharkhail",1013333,327,277,50,0.8470948012,0.1529051988,170,157,1,133,26
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"karti mamorin,karti mamori masque",101044,327,295,32,0.9021406728,0.0978593272,221,106,1,95,21
Nangerhar      ,NAZYAN                                            ,10,"White Masque, Surobai manz",1016407,326,276,50,0.8466257669,0.1533742331,0,326,1,276,0
Nangerhar      ,RODAT                                             ,10,"Zakhail Primary school, Zakhail",1005134,326,277,49,0.8496932515,0.1503067485,314,12,1,11,48
Nangerhar      ,DARAH NOOR                                        ,10,"Waikal Maindan,waikal",1008230,326,277,49,0.8496932515,0.1503067485,169,157,1,133,25
Faryab         ,PROVINCIAL CENTER (MAIMANA)                       ,22,"Abu Obaid High School, Maimana",2201007,326,287,39,0.8803680982,0.1196319018,326,0,1,0,39
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"Chamandin Secondary School , Qala-e-Chaman area.",101201,325,271,54,0.8338461538,0.1661538462,244,81,1,64,37
Herat          ,ENJIL                                             ,24,"Secondary school, Naw Badam",2402064,324,270,54,0.8333333333,0.1666666667,282,42,1,34,46
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"charqala,bibi roqia masque",101199,324,271,53,0.8364197531,0.1635802469,243,81,1,61,33
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"Takya khana , Chendawel",101011,324,279,45,0.8611111111,0.1388888889,220,104,1,84,25
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"Gauhar shad High school, PD 1",2401002,323,264,59,0.8173374613,0.1826625387,323,0,1,0,59
Nangerhar      ,DUR BABA                                          ,10,"Sobie, Sobie",1017415,323,274,49,0.8482972136,0.1517027864,314,9,1,8,48
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"Jami High school, PD 3",2401005,323,274,49,0.8482972136,0.1517027864,203,120,1,104,33
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"lab jar, hazrat khairulbashar masque",101301,323,283,40,0.8761609907,0.1238390093,248,75,1,65,30
Takhar         ,Rustaq                                            ,15,Shira Tala Primary School,1511110,323,284,39,0.8792569659,0.1207430341,139,184,1,162,17
Takhar         ,Chah Aab                                          ,15,Anjeer Primary School,1512142,322,282,40,0.8757763975,0.1242236025,184,138,1,120,22
Nangerhar      ,DARAH NOOR                                        ,10,"Dak Maidan, Daka",1008217,321,273,48,0.8504672897,0.1495327103,314,7,1,7,48
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"yaka toot,now abad yakatoot masque",101192,321,282,39,0.8785046729,0.1214953271,243,78,1,65,26
Balkh          ,PROVINCIAL CENTER (MAZAR SHARIF)                  ,19,"Ali Choopan Secondary School, Ali choopan Village",1901046,320,264,56,0.825,0.175,160,160,1,132,28
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Ghulam Mohammad Farhad School,101253,320,278,42,0.86875,0.13125,251,69,1,61,34
Nangerhar      ,DAHBALA                                           ,10,"Deh Bala High School, Kutwal",1013327,320,279,41,0.871875,0.128125,94,226,1,195,10
Kunduz         ,Provincial Center (Kunduz)                        ,17,"Quji Kalan, Quji Kalan",1701028,319,269,50,0.8432601881,0.1567398119,149,170,1,146,26
Herat          ,PASHTON ZARGHOON                                  ,24,"School, Manzel",2404136,319,270,49,0.8463949843,0.1536050157,178,141,1,118,26
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"university,law and political seince faqolty",101045,319,281,38,0.8808777429,0.1191222571,247,72,1,64,30
Herat          ,ENJIL                                             ,24,Qoflestan High School,2402034,318,262,56,0.8238993711,0.1761006289,164,154,1,124,26
Takhar         ,Rustaq                                            ,15,Qoduq Mosque,1511123,317,278,39,0.8769716088,0.1230283912,133,184,1,162,17
Takhar         ,Khwaja Ghar                                       ,15,Aqila Mamaee High School,1504050,317,279,38,0.880126183,0.119873817,133,184,1,162,16
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"qala zamankhan,abo abaida masque",101325,315,270,45,0.8571428571,0.1428571429,266,49,1,39,35
Nangerhar      ,BEHSOOD                                           ,10,"Karez Kaber School, Karez kaber",1002059,314,266,48,0.847133758,0.152866242,314,0,1,0,48
Nangerhar      ,KAMA                                              ,10,"Gardaw Masque,Gardaw",1006175,314,266,48,0.847133758,0.152866242,314,0,1,0,48
Nangerhar      ,CHIPERHAR                                         ,10,"Mula Sahib Masque, Dowlat zai",1004120,314,266,48,0.847133758,0.152866242,314,0,1,0,48
Nangerhar      ,RODAT                                             ,10,"Gadi Masque,Gadi",1005145,314,266,48,0.847133758,0.152866242,314,0,1,0,48
Nangerhar      ,KOTT                                              ,10,"Gig Masque, Haider khani",1014349,314,266,48,0.847133758,0.152866242,314,0,1,0,48
Nangerhar      ,MUHMAND DARA                                      ,10,"Emal khan High School,Pas Basawol",1020473,314,266,48,0.847133758,0.152866242,314,0,1,0,48
Nangerhar      ,KOOZ KONAR                                        ,10,"Masque,Kachra,",1007194,314,266,48,0.847133758,0.152866242,157,157,1,133,24
Nangerhar      ,DARAH NOOR                                        ,10,"Majkandol Maidan, Majkandol",1008231,314,266,48,0.847133758,0.152866242,157,157,1,133,24
Nangerhar      ,DAHBALA                                           ,10,"School, Ghalnai",1013322,314,266,48,0.847133758,0.152866242,157,157,1,133,24
Nangerhar      ,ACHIN                                             ,10,"Zor deh street Masque, zor deh street",1015362,314,266,48,0.847133758,0.152866242,157,157,1,133,24
Nangerhar      ,BEHSOOD                                           ,10,"Haji Samargul Park, Stream 11,10",1002048,314,266,48,0.847133758,0.152866242,0,314,1,266,0
Nangerhar      ,KAMA                                              ,10,"High School,Bar Landa puch",1006152,314,266,48,0.847133758,0.152866242,0,314,1,266,0
Nangerhar      ,BATI KOT                                          ,10,"Shrine Masque maidan,Ghazi Abad",1019451,314,266,48,0.847133758,0.152866242,0,314,1,266,0
Nangerhar      ,DAHBALA                                           ,10,"Jawdara , Jawdara",1013324,314,266,48,0.847133758,0.152866242,0,314,1,266,0
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"deh qabil,sajaadi masque",101261,313,279,34,0.8913738019,0.1086261981,156,157,1,137,14
Faryab         ,GARZIWAN                                          ,22,"Tagab Shan Religious School, Tagab Shan",2207133,313,280,33,0.8945686901,0.1054313099,182,131,1,118,20
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"Syedul Nasiri Girls School, Labe Jar Khair Khana.",101238,312,267,45,0.8557692308,0.1442307692,214,98,1,78,25
Herat          ,PASHTON ZARGHOON                                  ,24,"Mosque and School, Band Abad",2404121,311,261,50,0.8392282958,0.1607717042,170,141,1,118,27
Herat          ,ENJIL                                             ,24,"Big Mosque, Abul waleed",2402038,310,258,52,0.8322580645,0.1677419355,149,161,1,130,21
Herat          ,KUSHK                                             ,24,"Mosque, Char Awlang",2406168,310,264,46,0.8516129032,0.1483870968,169,141,1,118,23
Takhar         ,Eshkamesh                                         ,15,Bad Guzar Primary School,1506070,310,273,37,0.8806451613,0.1193548387,276,34,1,30,33
Takhar         ,Rustaq                                            ,15,Rustaq Female High School,1511104,310,274,36,0.8838709677,0.1161290323,156,154,1,134,16
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Haji Abdul Qadir.,101181,309,271,38,0.8770226537,0.1229773463,229,80,1,65,23
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"Madrasa Now Abad, 6 District",2401426,307,263,44,0.8566775244,0.1433224756,241,66,1,58,36
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"makroryan 3,bibi mahrow sacandary school",101180,305,265,40,0.868852459,0.131147541,245,60,1,53,33
Takhar         ,Farkhar                                           ,15,Qanat Shaheed High School,1509085,305,268,37,0.8786885246,0.1213114754,213,92,1,81,26
Balkh          ,PROVINCIAL CENTER (MAZAR SHARIF)                  ,19,"Khrasan School, Kartay khorasan",1901029,303,247,56,0.8151815182,0.1848184818,162,141,1,110,25
Kunduz         ,KHAN ABAD                                         ,17,"Khanabad Boys School, Khanabad Center",1706141,303,262,41,0.8646864686,0.1353135314,303,0,1,0,41
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"sedokan chindawal,ashiqan arefan sacandry school",101004,303,262,41,0.8646864686,0.1353135314,201,102,1,85,24
Ghazni         ,Provincial Center (GHAZNI)                        ,6,"Alberooni School, Nawabad",601024,302,243,59,0.8046357616,0.1953642384,201,101,1,78,36
Herat          ,GULRAN                                            ,24,"Mosque, Aab e Safed",2407225,302,253,49,0.8377483444,0.1622516556,161,141,1,118,26
Takhar         ,Farkhar                                           ,15,Samimi Shaheed High School,1509086,302,260,42,0.8609271523,0.1390728477,125,177,1,155,20
Balkh          ,NAHR-E-SHAHI                                      ,19,"Qala Qull Mohammad School, Qull Mohammad Village",1903063,301,247,54,0.8205980066,0.1794019934,251,50,1,42,46
Takhar         ,Taloqan - Center of Taloqan                       ,15,Al-Farooq School,1501003,301,256,45,0.8504983389,0.1495016611,183,118,1,100,27
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"Balian Elementary school, PD 4",2401008,300,239,61,0.7966666667,0.2033333333,120,180,1,143,24
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"karti char,rabeh balkhi high school",101047,300,261,39,0.87,0.13,227,73,1,61,27
Takhar         ,NAMAK-AB                                          ,15,Baikh Kotal,1508083,300,261,39,0.87,0.13,167,133,1,116,22
Kabul          ,SHAKER DARAH                                      ,1,"shah mardaan,shahkardara high school",109397,299,253,46,0.8461538462,0.1538461538,238,61,1,51,36
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Abdul Qadir Jialani,101168,299,263,36,0.8795986622,0.1204013378,216,83,1,70,23
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"Pul e Rageena Mosque, PD 6",2401015,298,244,54,0.8187919463,0.1812080537,245,53,1,42,43
Logar          ,KHUSHI                                            ,5,"Khoshi High School and Miana De Female School, Miana De",504046,298,246,52,0.8255033557,0.1744966443,181,117,1,96,31
Takhar         ,Chaal                                             ,15,Sang Lashem Mosque,1507078,298,261,37,0.8758389262,0.1241610738,184,114,1,99,22
Faryab         ,ANDKHOI                                           ,22,"Almurad Bai Mosque, Qarghan",2213184,298,266,32,0.8926174497,0.1073825503,207,91,1,81,22
Takhar         ,Rustaq                                            ,15,Hazart Omar Farooq High School,1511101,297,258,39,0.8686868687,0.1313131313,162,135,1,118,22
Faryab         ,DAWLAT ABAD                                       ,22,"Jar Qala School, Kokcha Qala",2210159,297,263,34,0.8855218855,0.1144781145,115,182,1,162,14
Faryab         ,DAWLAT ABAD                                       ,22,"Quraish Primary School, Quraish",2210163,297,265,32,0.8922558923,0.1077441077,182,115,1,103,20
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,Gazargah Big mosque,2401024,296,246,50,0.8310810811,0.1689189189,185,111,1,89,28
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,AbuZar Ghafari High School located in Qambar Square,101092,296,249,47,0.8412162162,0.1587837838,213,83,1,68,32
Balkh          ,PROVINCIAL CENTER (MAZAR SHARIF)                  ,19,"Agriculture Department, Kartay Zerayat",1901005,295,237,58,0.8033898305,0.1966101695,190,105,1,85,38
Herat          ,SHINDAND                                          ,24,"Haji Alauddin Mosque, Paye kashak",2412308,295,248,47,0.8406779661,0.1593220339,282,13,1,12,46
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,Mojtameh Khwaharan PD 7,2401020,294,240,54,0.8163265306,0.1836734694,0,294,1,240,0
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"shor bazar ,mulah muhammad masque",101002,294,243,51,0.8265306122,0.1734693878,235,59,1,50,42
Balkh          ,PROVINCIAL CENTER (MAZAR SHARIF)                  ,19,"Girls School Yalmardab , Naheya 5",1901022,294,244,50,0.8299319728,0.1700680272,158,136,1,113,27
Herat          ,GULRAN                                            ,24,"Elementary school, Siah Kamrak",2407202,294,247,47,0.8401360544,0.1598639456,153,141,1,118,24
Herat          ,GULRAN                                            ,24,"Mosque, Kalatah",2407204,293,246,47,0.8395904437,0.1604095563,152,141,1,118,24
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"ayob khan mina,ayob khan masque",101133,293,270,23,0.9215017065,0.0784982935,226,67,1,61,17
Takhar         ,Taloqan - Center of Taloqan                       ,15,Bibi Marian High School,1501013,291,248,43,0.852233677,0.147766323,158,133,1,111,21
Kunduz         ,IMAM SAHEB                                        ,17,"Basoos, Basoos",1702064,291,250,41,0.8591065292,0.1408934708,206,85,1,73,29
Balkh          ,PROVINCIAL CENTER (MAZAR SHARIF)                  ,19,"Nursing School, Karty Shafa",1901007,290,232,58,0.8,0.2,198,92,1,73,39
Nangerhar      ,SURKHROD                                          ,10,"kuz Sultan pur school, kuz sultan pur",1003093,289,235,54,0.8131487889,0.1868512111,54,235,1,194,13
Balkh          ,PROVINCIAL CENTER (MAZAR SHARIF)                  ,19,"Sultan Gheyasuddin, Kartay Sultan Gheyas",1901010,289,236,53,0.8166089965,0.1833910035,129,160,1,132,25
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"qala wahid,muhammadi paghmani haa masque",101080,289,257,32,0.8892733564,0.1107266436,232,57,1,49,24
Takhar         ,Taloqan - Center of Taloqan                       ,15,Female High School No 1,1501024,287,245,42,0.8536585366,0.1463414634,130,157,1,132,17
Takhar         ,DASHT-E-QALA                                      ,15,City Boys School,1516169,287,251,36,0.8745644599,0.1254355401,144,143,1,126,19
Takhar         ,Chaal                                             ,15,Mandara Primary School,1507076,287,253,34,0.881533101,0.118466899,103,184,1,162,12
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"karti parwan,ghaziayob no2 sacandry school",101055,287,255,32,0.8885017422,0.1114982578,221,66,1,56,22
Baghlan        ,KHENJAN                                           ,16,"Beside Hospital- In the course of Kabul-Pul-e-Khumri Road, Center of Khenjan City",1605112,287,255,32,0.8885017422,0.1114982578,143,144,1,129,17
Balkh          ,DEHDADI                                           ,19,"Bibi Nainab School,Kot barq and families",1902052,286,226,60,0.7902097902,0.2097902098,164,122,1,96,34
Herat          ,ENJIL                                             ,24,"High school, Eshaq Sulaiman",2402073,286,232,54,0.8111888112,0.1888111888,139,147,1,115,22
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"afshar,jaghoori haa masque",101071,286,245,41,0.8566433566,0.1433566434,195,91,1,76,26
Balkh          ,PROVINCIAL CENTER (MAZAR SHARIF)                  ,19,"Qazi hamiduddin School, Henei Charem",1901015,285,228,57,0.8,0.2,166,119,1,98,36
Nangerhar      ,SHENWAR                                           ,10,"Qari Masque,27 wayalah(stream)",1018423,285,243,42,0.8526315789,0.1473684211,285,0,1,0,42
Sar-i-Pul      ,PROVINCIAL CENTER (SAR-I-PUL)                     ,21,"Menhaj-ul-Saraj High School, Sar-e-Pul Center",2101002,284,211,73,0.7429577465,0.2570422535,135,149,1,109,33
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"sarak 3 karti now,sayed noor muhammad shah mina high school",101149,284,252,32,0.8873239437,0.1126760563,226,58,1,51,25
Balkh          ,PROVINCIAL CENTER (MAZAR SHARIF)                  ,19,"Hashim Barat high School, Karty Parsa",1901036,283,225,58,0.7950530035,0.2049469965,159,124,1,99,33
Balkh          ,PROVINCIAL CENTER (MAZAR SHARIF)                  ,19,"Shaikh Shahab school, Guzar Hayat",1901025,283,232,51,0.8197879859,0.1802120141,153,130,1,107,28
Takhar         ,Chah Aab                                          ,15,Khailan Secondary School,1512135,283,248,35,0.8763250883,0.1236749117,133,150,1,132,17
Herat          ,OBEH                                              ,24,"Janwa former school, Male Geenwa",2414371,282,236,46,0.8368794326,0.1631205674,282,0,1,0,46
Herat          ,KUSHK                                             ,24,"Mosque, Dooghi Deezori awal",2406173,282,236,46,0.8368794326,0.1631205674,282,0,1,0,46
Herat          ,SHINDAND                                          ,24,"Clinic, Charqala dowom",2412336,282,236,46,0.8368794326,0.1631205674,141,141,1,118,23
Herat          ,ADRASKAN                                          ,24,"Mosque, Teer geerd",2411280,282,236,46,0.8368794326,0.1631205674,141,141,1,118,23
Herat          ,GUZERA                                            ,24,"Big mosque, Char Kabootar khan",2403089,282,236,46,0.8368794326,0.1631205674,141,141,1,118,23
Herat          ,GUZERA                                            ,24,"Elementary school, Behind Mollah Yaseen mountain",2403114,282,236,46,0.8368794326,0.1631205674,141,141,1,118,23
Herat          ,SHINDAND                                          ,24,"Ibrahim Mosque, Pushte shahr",2412305,282,236,46,0.8368794326,0.1631205674,141,141,1,118,23
Herat          ,SHINDAND                                          ,24,Faj Mosque,2412344,282,236,46,0.8368794326,0.1631205674,141,141,1,118,23
Herat          ,GHORYAN                                           ,24,"Chashma dam, Tent",2409451,282,236,46,0.8368794326,0.1631205674,141,141,1,118,23
Herat          ,FARSI                                             ,24,"Development council, Dahan e Khob Aab",2413362,282,236,46,0.8368794326,0.1631205674,141,141,1,118,23
Herat          ,FARSI                                             ,24,"Masjid e Jameh, Arakh",2413364,282,236,46,0.8368794326,0.1631205674,141,141,1,118,23
Herat          ,GULRAN                                            ,24,"Mosque, Karez e Kohna",2407213,282,236,46,0.8368794326,0.1631205674,141,141,1,118,23
Herat          ,GUZERA                                            ,24,"Secondary school, Zangan",2403100,282,236,46,0.8368794326,0.1631205674,141,141,1,118,23
Helmand        ,NAD ALI                                           ,27,"Central High School, District Center",2703067,282,240,42,0.8510638298,0.1489361702,235,47,1,40,35
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"charqala,yadgaar masque",101203,282,242,40,0.8581560284,0.1418439716,198,84,1,70,26
Balkh          ,KHOLM                                             ,19,"Khulum male high School, Khulum Center",1905076,282,242,40,0.8581560284,0.1418439716,122,160,1,132,12
Baghlan        ,Provincial Center (PUL-I-KHUMRI)                  ,16,"Band Do, Band Do High School",1601011,282,252,30,0.8936170213,0.1063829787,171,111,1,100,19
Balkh          ,PROVINCIAL CENTER (MAZAR SHARIF)                  ,19,"Roshana Balkhy School, Guzar Gall Chenar",1901019,281,230,51,0.8185053381,0.1814946619,121,160,1,132,23
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"behinde airport,tahaawi masque",101289,281,260,21,0.9252669039,0.0747330961,210,71,1,64,14
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"karti 3 ,muhammadia masque",101122,280,233,47,0.8321428571,0.1678571429,184,96,1,78,29
Nangerhar      ,SURKHROD                                          ,10,"Tablegh Masque,Afghan Mena",1003083,280,236,44,0.8428571429,0.1571428571,222,58,1,49,35
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Mohammadia Masjid located in Jai Rayes area.,101145,280,248,32,0.8857142857,0.1142857143,181,99,1,89,22
